,UUID,no_of_sessions,last_subcat_visited,max_subcat_visited,last_subcattype_visited,max_subcattype_visited
488,00d788bd-02e1-4127-b8ea-64f4cea3e065,1,NULL,NULL,NULL,NULL
489,00d7b698-266d-49b6-9fa8-968e94a9ca87,1,Houses - Apartments for Sale,Villas/Bungalows for Sale,Sale,Sale
490,00d7c9bb-b4ec-4ac4-9e45-5e5b770c4978,2,NULL,NULL,NULL,NULL
491,00d82e90-eed5-4217-857a-1c333869be2f,1,NULL,NULL,NULL,NULL
492,00d834f9-53dd-45b5-b095-acdc35858ca0,1,Land - Plot For Sale,NULL,Sale,NULL
493,00d8beed-e641-4d9d-aea6-bb44e8b0b674,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
494,00d90898-a498-45d9-8f4b-14d788033758,1,NULL,NULL,NULL,NULL
495,00d9100f-a12b-4a98-8f3e-4bca7a374ca0,1,Houses - Apartments for Sale,NULL,Sale,NULL
496,00d970bb-2905-4864-929a-cf75628b0bb8,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
497,00d9a00d-34c5-4533-9b2a-9a9f08c39802,1,Residential,Residential,Others,Others
498,00d9aa6c-0ddc-4879-8206-0cb704181894,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
499,00da218c-cbbb-4c72-afa8-d37282c93ee6,1,Residential - Builder floors For Sale,Residential - Builder floors For Sale,Sale,Sale
500,00da62e4-e58d-499d-8391-2880ef4537d6,1,Villas/Bungalows for Rent,Villas/Bungalows for Rent,Rent,Rent
501,00da7dd3-286c-4b72-9ac1-23b1ce1b977c,2,Commercial Property for Rent,Commercial Property for Rent,Rent,Rent
502,00da9da3-7ed1-4df4-8ce8-4f935d97939c,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
503,00daad70-8356-4831-8636-7540d866961e,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
504,00daf1e0-85ca-463a-8c8d-1085761a9d14,1,NULL,NULL,NULL,NULL
505,00db5136-2626-4987-86a6-def5b2df4cf7,1,Villas/Bungalows for Sale,NULL,Sale,NULL
506,00db60d3-7e1a-41dd-9b00-f2dd18a21279,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
507,00dbe175-9fda-4ec8-9096-49f42dd9fe62,2,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
508,00dc27cf-7078-44d3-98b6-e04da4dad87b,1,Commercial Property for Rent,Commercial Property for Rent,Rent,Rent
509,00dc6247-0d29-4f79-850a-7ec8adbb1426,1,NULL,NULL,NULL,NULL
510,00dd2935-8524-4bf5-9ab5-6cd3aff298c2,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
511,00ded5c9-4b54-4b61-87cc-946d78dc3fb6,1,NULL,NULL,NULL,NULL
512,00deef69-1ae1-485e-92f0-9f8a5bcd512c,1,NULL,NULL,NULL,NULL
513,00df49a0-ed8c-417a-b5c5-e912b754bdbb,1,NULL,NULL,NULL,NULL
514,00dfa2fe-1204-4b5f-84d2-be3a20ca5955,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
515,00e149fc-e412-4496-8106-a1d34836ab4b,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
516,00e2ad45-13b5-4607-8350-1b3f4d4992d2,1,NULL,NULL,NULL,NULL
517,00e2dc40-0cda-4b84-a103-9d46b63b254d,1,Residential Apartment For Sale,Residential Apartment For Sale,Sale,Sale
518,00e33fb3-e471-428d-916b-339aeed42c04,1,NULL,Land - Plot For Sale,NULL,Sale
519,00e37583-3f83-4fa5-a0c0-80437ed227b1,1,NULL,NULL,NULL,NULL
520,00e3b339-aebc-4b72-9dc0-9a463e097d8d,1,NULL,NULL,NULL,NULL
521,00e3ba91-2e15-4cb2-b50e-ed0db1306c20,2,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
522,00e3d4a0-3a7e-4d26-8cf1-2fe1720d323c,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
523,00e4d360-1a4a-48b5-9ed9-07cf5110ff50,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
524,00e52b0e-2015-49cd-b69e-57a9a0c644c0,2,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
525,00e5bea2-a65e-4b23-bcb0-e428bc627992,1,Land - Plot For Sale,NULL,Sale,NULL
526,00e5f1e1-8652-42f5-8ad9-04158570a1e0,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
527,00e63719-9ba7-4648-a544-d4f2bbf05948,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
528,00e67e32-6f95-42c8-ac43-ebbbb49b5e4c,5,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
529,00e69b33-919d-4287-8b41-96dc412d1320,1,Flatmates,Flatmates,Others,Others
530,00e6bc27-e956-4ade-85cb-b0216525e9b0,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
531,00e6ca21-2ce7-49bc-9990-3c930470249c,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
532,00e738a1-74b7-475e-85c6-8c3b8e4430b4,3,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
533,00e742c3d987438a96f9261341c45749@quikr.com,1,Flatmates,Houses - Apartments for Rent,Others,Rent
534,00e81205-28ee-46d9-8ed8-c29065d937ef,1,Villas/Bungalows for Sale,Houses - Apartments for Sale,Sale,Sale
535,00e86806-8021-4bed-86b5-655d069784c0,1,NULL,NULL,NULL,NULL
536,00e8e757-7f90-4a44-8c49-820c02205310,1,Flatmates,Flatmates,Others,Others
537,00e97f08-2f3b-471c-8994-5a9881adb04d,1,Residential Apartment For Sale,Residential Apartment For Sale,Sale,Sale
538,00e9c3f6-bd1b-4d49-8290-0c7067fc6a59,1,NULL,Houses - Apartments for Rent,NULL,Rent
539,00e9cc25-fd27-426b-81a2-d1d73e7ff2c2,1,NULL,NULL,NULL,NULL
540,00ea122f-dcbe-4f73-9faf-a52126121d30,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
541,00ea53a3-21fe-4bd7-82a1-adaaedc70770,2,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
542,00ea65e0-2ea9-450b-8900-1c991e00bed2,1,NULL,NULL,NULL,NULL
543,00ec23cc-89af-443a-8180-dd853040c64a,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
544,00ed5e3caeba412285ac7805f2c39fc9@quikr.com,3,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
545,00ee855b-6ddf-4f24-b8e3-c7b657086ee3,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
546,00eede17-a8a1-4b73-8aaf-defdc5c36cb5,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
547,00ef5066-6526-4ac1-bc85-7af664b40b2f,2,NULL,Houses - Apartments for Rent,NULL,Rent
548,00efdf0a-661a-4f17-a8a9-2d9d1b2a6c9b,1,NULL,Houses - Apartments for Rent,NULL,Rent
549,00f08756-f33e-4b25-9969-37151e9e75f5,1,Residential Apartment For Sale,Residential Apartment For Sale,Sale,Sale
550,00f09111-0a15-488d-b443-85e1237ca638,4,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
551,00f09786-484c-4f31-97a0-c44e05c4c6a6,1,NULL,Houses - Apartments for Sale,NULL,Sale
552,00f0ad06-3970-4ec9-8a6b-5221dc83bc99,1,Paying Guest - Hostel,NULL,Others,NULL
553,00f14777-2c32-45e0-8c85-91d8894b1380,3,Houses - Apartments for Sale,NULL,Sale,NULL
554,00f19f95-ad44-4b83-9285-565e24adc426,1,Villas/Bungalows for Rent,Villas/Bungalows for Rent,Rent,Rent
555,00f264ad-2950-444b-b572-42e72ccfd622,1,NULL,NULL,NULL,NULL
556,00f28b2b-c627-48be-8128-72222fd0cfb0,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
557,00f42801-cc6d-4468-82cf-9252c9a74b90,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
558,00f42a2a-cbb8-48f7-8ee4-68bc644e8869,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
559,00f42b7e-f1d8-422e-9dba-fb98ee85898b,1,Villas/Bungalows for Rent,Villas/Bungalows for Rent,Rent,Rent
560,00f45348-0a36-42c7-b90b-914542404b86,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
561,00f45786-c81a-4986-9eac-bc9ba3a34c69,1,Villas/Bungalows for Rent,Houses - Apartments for Rent,Rent,Rent
562,00f4b25e-df35-401d-886f-4221daf835c0,1,NULL,NULL,NULL,NULL
563,00f619d2-ea8f-4b51-8646-4ef9eba44d10,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
564,00f61a67-192f-442a-8c68-69a68de118a9,1,NULL,NULL,NULL,NULL
565,00f67567-59e2-4815-8567-8d6de7048ee9,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
566,00f69bc9-7efc-496d-892e-b0ec53a7092b,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
567,00f7ae48-d60a-40c0-9f71-7756bb40c406,2,NULL,NULL,NULL,NULL
568,00f7fcfb-5488-4fd7-9e25-1ba04aeb602c,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
569,00f83835-78d5-4664-80a5-28d3bab727d4,1,NULL,NULL,NULL,NULL
570,00f8c32e-df08-4c07-8161-fdd93bf0e0c9,1,"Real Estate,Land - Plot For Sale",Houses - Apartments for Sale,Sale,Sale
571,00f90654-db73-4330-b4e4-cc9ccb455d85,1,NULL,NULL,NULL,NULL
572,00f98148-3503-45e5-8487-9cbe71b07800,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
573,00f985c2-9245-4a73-9ba5-e54eb60cafda,1,NULL,NULL,NULL,NULL
574,00f98fc1-a86c-48ba-a8ca-be6ad41f3739,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
575,00fa6759-bb71-47c9-800a-ee8afa7fd7ae,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
576,00fae8ca-255a-46f5-9b9d-ff77afc3a6f3,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
577,00fb62d0-4867-44d7-9ac3-baaf9cd52d4b,5,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
578,00fbab65-c88d-4d14-8962-72690d14f9eb,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
579,00fc11a8-e3b2-4bbc-8392-a5e23f2fcff3,1,Residential Apartment For Sale,NULL,Sale,NULL
580,00fcde8d-6e95-4975-9cdc-def8d0b3b5bc,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
581,00fce271-229d-44c6-8e45-63d0f179fe8f,1,"Real Estate,Commercial Property for Rent",Commercial Property for Rent,Rent,Rent
582,00fce8de-7788-4747-9965-73ab38c78c15,1,Residential - Builder floors For Rent,Houses - Apartments for Rent,Rent,Rent
583,00fd98a143144d12954dedd60b9b2369@quikr.com,1,Commercial Property for Sale,Commercial Property for Sale,Sale,Sale
584,00fdfb88-c1da-4006-806d-c385d297657e,1,NULL,NULL,NULL,NULL
585,00fe0424-3de5-44cb-a898-fe696e71623d,1,NULL,NULL,NULL,NULL
586,00fe81a1-fc0c-4e9e-9aa5-0bd51b920bab,1,Scooters,Scooters,Others,Others
587,00fecc50-5398-44bb-a3a7-284521be4050,1,NULL,NULL,NULL,NULL
588,00fefd37-d45e-4422-8e6b-6178d4147d3c,1,NULL,NULL,NULL,NULL
589,00ff02a9-8af8-4b89-bfe3-76414d0879d8,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
590,00ff8482-739c-4084-a6cb-12c9f452f3a0,1,Paying Guest - Hostel,Paying Guest - Hostel,Others,Others
591,00ffbca8-5bec-4831-8cda-a02f637b8e9a,1,NULL,NULL,NULL,NULL
592,01000b76-a940-4a86-b31d-9b691b0b95f7,1,NULL,NULL,NULL,NULL
593,01002f32-3b7f-496d-9837-3b74ba9b2e50,1,Villas/Bungalows for Rent,Villas/Bungalows for Rent,Rent,Rent
594,01010fee-21d6-4616-b240-85729419e7a1,1,NULL,NULL,NULL,NULL
595,010134c7-809e-4e13-a8a7-45649f5fac5c,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
596,010159bd-8017-4129-b7a1-9cf92d4e7d44,1,Houses - Apartments for Rent,Paying Guest - Hostel,Rent,Others
597,0101e444-f996-4e24-96cf-c61dd1e3554f,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
598,010212f3-bd28-4805-83c3-5975b7c16a84,1,NULL,NULL,NULL,NULL
599,01022d34-7c4a-4fdf-8d55-0c8a6f9b0225,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
600,01028ab5-88fb-4c3d-9ba4-ff2fbe1f77d1,1,NULL,NULL,NULL,NULL
601,0102a3d1-8762-4fbf-86fd-68353c1907cc,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
602,0102a689-c59c-47e1-b26d-e1ab18477b49,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
603,0102b475-f578-4b1c-8569-c615f64d38de,1,Everything Else,NULL,Others,NULL
604,0102da6e-7b7e-41c9-9f33-72eda4b5428b,1,NULL,NULL,NULL,NULL
605,0102e441-b2fd-43b4-86b2-3698e42cc351,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
606,0103363cb27848c68d0821d87f4d79b9@quikr.com,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
607,010357b7-791f-41e6-8cd8-38d6ff125faf,1,NULL,NULL,NULL,NULL
608,01039e24-1f5c-4893-8634-818db2107650,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
609,01040660-3f4e-4892-880d-7373c3abc6fc,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
610,01043ceb-670d-4a8b-871b-988ecee12549,1,Houses - Apartments for Rent,Houses - Apartments for Rent,Rent,Rent
611,0104ed05-7e53-47ab-80a8-7e9160bbc510,6,NULL,Houses - Apartments for Rent,NULL,Rent
612,01066232-139a-4640-ad9e-e337ca8b41bd,1,NULL,NULL,NULL,NULL
613,01089935-bbb8-4266-a163-3670d4d0edbb,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
614,0108dfd5-19a1-4e91-8f3a-6d32c9f47601,1,Villas/Bungalows for Sale,Residential,Sale,Others
615,0109d18f-c4be-46e0-9035-c9e5de2d629d,1,NULL,NULL,NULL,NULL
616,010a6fec-2cd8-48ec-8ac4-31ddf8d5786a,3,NULL,NULL,NULL,NULL
617,010a7b43-921d-4e93-9069-be156fc8b45a,1,NULL,NULL,NULL,NULL
618,010bb4a7-e154-4cb3-8a11-7389c8013558,1,NULL,NULL,NULL,NULL
619,010bca4e-21fb-440c-8883-a6bedb1b9e40,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
620,010cc62d-0d88-4657-8f8b-0099a9627f4a,1,NULL,NULL,NULL,NULL
621,010d0ee6-c4c3-4a12-8281-03ad9d29a7da,3,NULL,Houses - Apartments for Rent,NULL,Rent
622,010d37f4-c8b9-4beb-8ca6-261f439aea8f,2,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
623,010de811-cb9c-4005-a5e4-1a506b4c8d2a,1,NULL,NULL,NULL,NULL
624,010e3d81-8687-471f-b1fc-7454848c7387,1,NULL,NULL,NULL,NULL
625,010e773c-afde-454f-8054-52855fd1d395,1,NULL,NULL,NULL,NULL
626,010ed25b-916e-48ed-9624-06a8e7f54e61,1,NULL,NULL,NULL,NULL
627,010efa22-383b-4d7b-817a-bafc24694e4d,1,Villas/Bungalows for Sale,Villas/Bungalows for Sale,Sale,Sale
628,010f2a47-cb1c-4dc6-88b7-8fe03d711498,1,Villas/Bungalows for Sale,NULL,Sale,NULL
629,010f64f1-f06a-4950-a546-886d326e6b03,1,Land - Plot For Sale,Land - Plot For Sale,Sale,Sale
630,010faffa-408e-4177-9bfc-1fcff3fd9f79,1,NULL,NULL,NULL,NULL
631,0111d3ab-2cd1-4c96-88d3-5a379637f9c7,1,Houses - Apartments for Sale,Houses - Apartments for Sale,Sale,Sale
632,0111e43a-d000-48a0-98e9-09144ddfb436,1,NULL,NULL,NULL,NULL
